e_vGLK,e_vPGI,e_vGLYCO,e_vTreha,e_vPFK,e_vALD,e_vGAPDH,e_vPGK,e_vPGM,e_vENO,e_vPYK,e_vPDC,e_vSUC,e_vGLT,e_vADH,e_vG3PDH,e_vATP,Glyc,Trh,CO2,SUCC,GLCo,ETOH,GLY,SUM_P,F26BP,ATP,ADP,AMP,GLCi,G6P,F6P,F16P,TRIO,BPG,P3G,P2G,PEP,PYR,ACE,P,NAD,NADH,v_vGLK,v_vPGI,v_vGLYCO,v_vTreha,v_vPFK,v_vALD,v_vGAPDH,v_vPGK,v_vPGM,v_vENO,v_vPYK,v_vPDC,v_vSUC,v_vGLT,v_vADH,v_vG3PDH,v_vATP
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.02,2.449982038860954,1.3267173975812718,0.3233005635577739,0.10118974442715997,1.0005939623192237,0.10719056046226705,0.5947304581128046,0.772337588992007,0.0003086032799833313,0.3475991531256949,0.043589687505070626,0.07045921905625387,8.388091043696814,0.15967245739236388,6.226681475303179,1.5428537938993874,0.04714620610060972,87.99302488392084,77.1930248839208,6.0,2.4,77.19302488392084,77.19302488392078,135.59260153276037,135.5926015327602,135.5926015327604,135.59260153276037,135.5926015327603,135.59260153276037,3.7586896470162454,87.9930248839208,128.07522223872795,18.79344823508124,82.56439470961415
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.02,2.0776880145258225,1.5211512926567905,0.5011606928173866,0.09765227806682816,0.685359542967142,0.0640184840930427,0.42454256895420583,0.6500709819438584,0.00018416811447436514,0.26162216137779765,0.03215191046579964,0.04826342918179688,6.58518999957102,0.1601455054207226,5.676527321708435,1.544633030208021,0.045366969791979045,79.39883975678438,68.59883975678437,6.0,2.4,68.59883975678439,68.5988397567844,120.06211043355141,120.06211043355134,120.06211043355141,120.06211043355141,120.06211043355135,120.06211043355142,3.4271138160034633,79.39883975678438,113.20788280154444,17.135569080017333,70.01808608952022
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.02,2.924054239496124,1.0168270441932536,0.1591187163106218,0.10205474143602475,1.7204810878700696,0.21328840977406793,0.8942782828896854,0.9528148535659711,0.0006798292358704351,0.5322840637315438,0.06932588329362711,0.12999882514204583,12.095969398383115,0.18064688238694326,6.864935523185502,1.5465297521238992,0.043470247876099495,96.7312169170738,85.93121691707375,6.0,2.4,85.93121691707398,85.93121691707381,152.5332174187446,152.53321741874439,152.53321741874467,152.53321741874464,152.53321741874464,152.53321741874464,3.8658432830805856,96.7312169170738,144.80153085258337,19.329216415402936,98.5406278710194
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.02,2.4875624621211943,1.3045654753824054,0.3078720624964,0.09961004980758456,1.0213311335244946,0.11075819400845287,0.599313742918646,0.775648609703969,0.0003218617693978618,0.3532521001212551,0.04438681755847542,0.07245989556167294,8.474658303306706,0.17209099212378876,6.279690399624794,1.5446080527037194,0.045391947296279433,88.09465810688569,77.29465810688568,6.0,2.4,77.29465810688575,77.29465810688573,136.175580056526,136.17558005652572,136.17558005652597,136.17558005652603,136.17558005652594,136.175580056526,3.682747231449079,88.09465810688567,128.8100855936278,18.413736157245403,83.83085497348425
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.02,2.5257164944440014,1.2816302257388423,0.29265327981715594,0.09806318909726157,1.0433958283682654,0.11456576254412394,0.6040966300987495,0.7791062362775739,0.00033619970433169146,0.3592296829171952,0.045232499273932865,0.07460700018728239,8.563782066153806,0.16846513659752949,6.333063214626845,1.5463405188000015,0.043659481199998,88.19440039369131,77.39440039369137,6.0,2.4,77.39440039369133,77.39440039369134,136.76303117144704,136.76303117144744,136.76303117144707,136.76303117144707,136.7630311714471,136.7630311714471,3.605153923187131,88.19440039369137,129.5527233250729,18.025769615935662,85.11664586276285
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.02,2.608596337844003,1.2302937878229525,0.2611098743330442,0.0949129219786671,1.1039137208236063,0.12512986674194976,0.6333688645305786,0.801205223403181,0.0003708206922191795,0.37314704884992334,0.04721199804369492,0.07972621237186928,8.76163476305307,0.16050309428159845,6.447486463510958,1.5427502982175862,0.04724970178241308,88.3982118160549,77.5982118160549,6.0,2.4,77.59821181605493,77.59821181605489,138.0225925439787,138.02259254397853,138.02259254397882,138.02259254397876,138.0225925439787,138.02259254397876,3.4347662176262066,88.3982118160549,131.15306010872638,17.173831088131028,87.9096965853429
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.02,2.4119201702455157,1.348702977661127,0.3393768520933569,0.10283057565125704,0.9745082707096888,0.1026506929065875,0.5755159748516618,0.7572319675369891,0.0002959781234059753,0.3420985300957889,0.04281649329227654,0.0685401816500264,8.301807479480969,0.17921792148249635,6.172543318152159,1.54794127399903,0.04205872600096927,87.88769950671491,77.08769950671487,6.0,2.4,77.08769950671496,77.08769950671493,134.99908141480273,134.9990814148025,134.9990814148028,134.9990814148027,134.99908141480265,134.9990814148027,3.8352635197254217,87.88769950671491,127.32855437535179,19.17631759862712,81.28170973727389
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.02,2.8144363357467683,1.09414938715782,0.19141427709541126,0.08796582748951987,1.2526768970460909,0.15107878437414668,0.64852909041626,0.8112706657809416,0.00045934324062673444,0.39267022211976377,0.05029625688548608,0.09091662065166715,8.709210593627661,0.17202931890482662,6.723022058651357,1.5459253993514448,0.04407460064855758,88.8509190035428,78.05091900354277,6.0,2.4,78.05091900354284,78.05091900354275,137.6947008842691,137.69470088426922,137.69470088426905,137.6947008842691,137.69470088426917,137.69470088426914,3.681427424563289,88.85091900354278,130.33184603514255,18.407137122816447,85.36185406319949
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.02,2.2509295839901133,1.4365218529846535,0.4125485630252328,0.11060983438293523,0.9043920333306412,0.09081697974348402,0.5708323450309107,0.7550202666384084,0.00025996776469990306,0.33412161980114835,0.04155268949251758,0.06390261254623947,8.321093826571932,0.16869616868852033,5.93838102096488,1.5453336577071797,0.04466634229282206,87.3916659087971,76.59166590879708,6.0,2.4,76.5916659087971,76.59166590879711,135.13284176792246,135.1328417679227,135.13284176792246,135.1328417679225,135.13284176792254,135.13284176792254,3.610098009934335,87.3916659087971,127.91264574805388,18.050490049671673,83.44195967851351
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.02,2.508390624954269,1.292100387862084,0.2995089871836465,0.09875869199169003,1.0332456136818131,0.11281281458550199,0.6019076395836981,0.7775235367088307,0.00032957388691956074,0.3564840378592987,0.04484371111903232,0.0736168424706368,8.523152463551881,0.17011445161350183,6.3088816377706225,1.5455597670249477,0.04444023297505029,88.14952688218204,77.34952688218199,6.0,2.4,77.34952688218208,77.34952688218198,136.49680744171928,136.49680744171903,136.49680744171923,136.4968074417193,136.49680744171923,136.4968074417193,3.640449264528939,88.149526882182,129.2159089126613,18.202246322644694,84.53276406095888
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.02,2.508390624954269,1.292100387862084,0.2995089871836465,0.09875869199169003,1.0332456136818131,0.11281281458550199,0.6019076395836981,0.7775235367088307,0.00032957388691956074,0.3564840378592987,0.04484371111903232,0.0736168424706368,8.523152463551881,0.17011445161350183,6.3088816377706225,1.5455597670249477,0.04444023297505029,88.14952688218204,77.34952688218199,6.0,2.4,77.34952688218208,77.34952688218198,136.49680744171928,136.49680744171903,136.49680744171923,136.4968074417193,136.49680744171923,136.4968074417193,3.640449264528939,88.149526882182,129.2159089126613,18.202246322644694,84.53276406095888
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.02,2.508390624954269,1.292100387862084,0.2995089871836465,0.09875869199169003,1.0332456136818131,0.11281281458550199,0.6019076395836981,0.7775235367088307,0.00032957388691956074,0.3564840378592987,0.04484371111903232,0.0736168424706368,8.523152463551881,0.17011445161350183,6.3088816377706225,1.5455597670249477,0.04444023297505029,88.14952688218204,77.34952688218199,6.0,2.4,77.34952688218208,77.34952688218198,136.49680744171928,136.49680744171903,136.49680744171923,136.4968074417193,136.49680744171923,136.4968074417193,3.640449264528939,88.149526882182,129.2159089126613,18.202246322644694,84.53276406095888
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.02,2.508390624954269,1.292100387862084,0.2995089871836465,0.09875869199169003,1.0332456136818131,0.11281281458550199,0.6019076395836981,0.7775235367088307,0.00032957388691956074,0.3564840378592987,0.04484371111903232,0.0736168424706368,8.523152463551881,0.17011445161350183,6.3088816377706225,1.5455597670249477,0.04444023297505029,88.14952688218204,77.34952688218199,6.0,2.4,77.34952688218208,77.34952688218198,136.49680744171928,136.49680744171903,136.49680744171923,136.4968074417193,136.49680744171923,136.4968074417193,3.640449264528939,88.149526882182,129.2159089126613,18.202246322644694,84.53276406095888
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9,0.0,50.0,50.0,0.15,4.1,0.02,2.508390624954269,1.292100387862084,0.2995089871836465,0.09875869199169003,1.0332456136818131,0.11281281458550199,0.6019076395836981,0.7775235367088307,0.00032957388691956074,0.3564840378592987,0.04484371111903232,0.0736168424706368,8.523152463551881,0.17011445161350183,6.3088816377706225,1.5455597670249477,0.04444023297505029,88.14952688218204,77.34952688218199,6.0,2.4,77.34952688218208,77.34952688218198,136.49680744171928,136.49680744171903,136.49680744171923,136.4968074417193,136.49680744171923,136.4968074417193,3.640449264528939,88.149526882182,129.2159089126613,18.202246322644694,84.53276406095888
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.1,0.0,50.0,50.0,0.15,4.1,0.02,2.508390624954269,1.292100387862084,0.2995089871836465,0.09875869199169003,1.0332456136818131,0.11281281458550199,0.6019076395836981,0.7775235367088307,0.00032957388691956074,0.3564840378592987,0.04484371111903232,0.0736168424706368,8.523152463551881,0.17011445161350183,6.3088816377706225,1.5455597670249477,0.04444023297505029,88.14952688218204,77.34952688218199,6.0,2.4,77.34952688218208,77.34952688218198,136.49680744171928,136.49680744171903,136.49680744171923,136.4968074417193,136.49680744171923,136.4968074417193,3.640449264528939,88.149526882182,129.2159089126613,18.202246322644694,84.53276406095888
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.02,2.508390624954269,1.292100387862084,0.2995089871836465,0.09875869199169003,1.0332456136818131,0.11281281458550199,0.6019076395836981,0.7775235367088307,0.00032957388691956074,0.3564840378592987,0.04484371111903232,0.0736168424706368,8.523152463551881,0.17011445161350183,6.3088816377706225,1.5455597670249477,0.04444023297505029,88.14952688218204,77.34952688218199,6.0,2.4,77.34952688218208,77.34952688218198,136.49680744171928,136.49680744171903,136.49680744171923,136.4968074417193,136.49680744171923,136.4968074417193,3.640449264528939,88.149526882182,129.2159089126613,18.202246322644694,84.53276406095888
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.02,2.508390624954269,1.292100387862084,0.2995089871836465,0.09875869199169003,1.0332456136818131,0.11281281458550199,0.6019076395836981,0.7775235367088307,0.00032957388691956074,0.3564840378592987,0.04484371111903232,0.0736168424706368,8.523152463551881,0.17011445161350183,6.3088816377706225,1.5455597670249477,0.04444023297505029,88.14952688218204,77.34952688218199,6.0,2.4,77.34952688218208,77.34952688218198,136.49680744171928,136.49680744171903,136.49680744171923,136.4968074417193,136.49680744171923,136.4968074417193,3.640449264528939,88.149526882182,129.2159089126613,18.202246322644694,84.53276406095888
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,45.0,50.0,0.15,4.1,0.02,2.4963759945779174,1.2993070711901544,0.30431693423192785,0.09870149206457365,1.0201423372035732,0.1109283997428709,0.5958526851732232,0.7735157273525962,0.00032375725330586585,0.35310707678583336,0.04438416960087205,0.07264050236191896,8.454017772332339,0.16983295331054707,6.29205906034599,1.5455349739706372,0.04446502602936283,87.90491191455787,77.10491191455787,6.0,2.4,77.10491191455789,77.1049119145579,136.0376978248872,136.03769782488718,136.03769782488712,136.0376978248872,136.03769782488723,136.0376978248872,3.634425200845707,87.90491191455786,128.76884742319567,18.172126004228552,84.12787101727582
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,55.00000000000001,50.0,0.15,4.1,0.02,2.518260515138952,1.286147145730011,0.29559233913103644,0.09880692132609162,1.0442061336190411,0.11439079959469688,0.6069456570087199,0.780843261216783,0.00033446076919873294,0.3593022066003265,0.045227601599786615,0.07443543321977991,8.580843855921987,0.1703461369232942,6.322668176007915,1.5455801595086995,0.04441984049129848,88.35054099120083,77.55054099120079,6.0,2.4,77.55054099120075,77.55054099120079,136.87404533160915,136.87404533160918,136.87404533160912,136.87404533160918,136.8740453316092,136.87404533160915,3.6454073301584957,88.3505409912008,129.58323067129209,18.227036650792485,84.86537936018269
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,45.0,0.15,4.1,0.02,2.566066192198479,1.256894093971056,0.27703971383046455,0.0964866791997207,1.0679155598126817,0.11880928409891803,0.6093127743313737,0.7828787332230407,0.0003524227613896255,0.3658387945647372,0.046170701835668584,0.07701708298298925,8.659458385323392,0.16460657820005664,6.389026478368014,1.5481211583112349,0.04187884168876447,88.29628075291592,77.49628075291486,6.0,2.4,77.49628075294657,77.49628075291137,137.37965763841885,137.37965763839205,137.37965763840617,137.37965763839827,137.37965763823175,137.37965763742508,3.522580773481212,88.29628075291349,130.33449609181727,17.61290386741451,86.47643067708876
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,55.00000000000001,0.15,4.1,0.02,2.4544291748249747,1.3241189262885111,0.3214518988865138,0.10099981287874542,1.0029984706093027,0.10760365107373233,0.5952666381430672,0.7727247852019659,0.0003101300861183019,0.34825663766220993,0.043682265798858186,0.07069038648300119,8.398274080689067,0.17522096728418615,6.2329772759384605,1.5430639128857293,0.04693608711426766,88.0052324949719,77.20523249497191,6.0,2.4,77.20523249497194,77.20523249497187,135.66182149053597,135.66182149053577,135.6618214905359,135.6618214905359,135.6618214905359,135.6618214905359,3.7497286998815835,88.0052324949719,128.16236409077266,18.748643499407915,82.71426319160166
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.135,4.1,0.02,2.503309122828253,1.2951538004389551,0.3015370767327914,0.098963742538404,1.0299419619883194,0.1122391925134196,0.600432830190038,0.7763999138591858,0.0003276677900407519,0.3556892478853037,0.044731270659741786,0.07333138259057499,8.51130034901953,0.17059777620899436,6.301772046095461,1.5456926137917915,0.04430738620820478,88.13630559576343,77.33630559576339,6.0,2.4,77.33630559576338,77.33630559576342,136.4186491371644,136.41864913716466,136.4186491371645,136.41864913716444,136.41864913716446,136.41864913716446,3.650792410872479,88.13630559576343,129.11706431541953,18.25396205436239,84.36151743931214
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.165,4.1,0.02,2.513421431371474,1.2890696606046526,0.2975089080238733,0.09855667714766447,1.0365410361559524,0.1133852254831861,0.6033780372613586,0.7786425883826378,0.00033147719862546893,0.3572752992735379,0.04495570145069612,0.073901593321192,8.534908403341289,0.169635547975026,6.3159125233476,1.545427384262658,0.04457261573734051,88.16255620526827,77.36255620526822,6.0,2.4,77.36255620526828,77.36255620526825,136.5741087772087,136.5741087772085,136.57410877720872,136.5741087772087,136.5741087772086,136.5741087772087,3.630200726665556,88.16255620526823,129.31370732387754,18.151003633327782,84.70230223721867
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,3.69,0.02,2.529567527033464,0.987097457690364,0.1733350152761718,0.0889012120974168,1.2841456905647555,0.15691705051693194,0.6481257094363658,0.8111657349372922,0.0004625473410517681,0.3966564953293796,0.05093449502585248,0.09331537433352555,8.690200104123738,0.1720059365191323,6.046232511757292,1.5459319044830921,0.044068095516909156,88.78970212108003,77.9897021210799,6.0,2.4,77.98970212108009,77.98970212107993,137.57476903461242,137.57476903461438,137.57476903461273,137.57476903461276,137.5747690346134,137.5747690346142,3.6809270415094306,88.78970212107988,130.21291495160105,18.404635207547305,85.24642566102774
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.51,0.02,2.479750417498212,1.5782380198281465,0.4520115626736412,0.10948883901444613,0.8874397777013221,0.0875848389341199,0.5719011338515085,0.7556625552278856,0.0002590403687793361,0.332397261811236,0.04126447258439621,0.06270632877136606,8.340846312891498,0.1687517624395483,6.537738854824571,1.545333856117986,0.04466614388201188,87.46280854828917,76.66280854828923,6.0,2.4,76.6628085482892,76.66280854828926,135.2691785155467,135.26917851554677,135.2691785155467,135.26917851554674,135.26917851554674,135.26917851554674,3.6112877162063333,87.4628085482892,128.04660308313402,18.056438581031664,83.56758906968976
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.018000000000000002,2.5078997853451614,1.292395672092369,0.29970454256246915,0.09891370102935185,1.0780670376629653,0.12098359792497868,0.6016586135818025,0.7773590943165238,0.00032933344255811435,0.35634493516988197,0.04482477172960995,0.07357652684059125,8.52030477024948,0.17010294020280517,6.308195242782692,1.5455587535336865,0.04444124646630819,88.13953182544614,77.33953182544619,6.0,2.4,77.33953182544619,77.33953182544622,136.47804904919226,136.47804904919258,136.47804904919224,136.47804904919226,136.47804904919232,136.47804904919224,3.6402029203400303,88.1395318254462,129.1976432085121,18.20101460170015,84.51622276613195
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,50.0,0.15,4.1,0.022000000000000002,2.5088066751911455,1.2918500384939269,0.29934328631492724,0.0986273267133886,0.9952584181274731,0.10588878379993442,0.6021188332902342,0.7776629708327423,0.0003297778847384755,0.3566020224861041,0.04485977587692089,0.07365104414006624,8.525567824356687,0.17012420979441198,6.309463388876218,1.5455606261350516,0.04443937386494829,88.15799910417375,77.35799910417374,6.0,2.4,77.35799910417389,77.35799910417367,136.5127077603454,136.512707760345,136.5127077603454,136.51270776034536,136.51270776034528,136.5127077603454,3.640658089600416,88.15799910417374,129.23139158114452,18.203290448002093,84.54678495394161
