e_vKIL,e_vLIM,e_vMIK,e_vNOV,e_vOSC,e_vPAP,e_vQUE,e_vROM,e_vSIE,e_vTAN,e_vUNI,e_vVIC,e_vWHI,e_vXRA,e_vYAN,e_vZUL,Ao__,L__,M__,B__,E__,K__,G__,I__,Ai__,C__,F__,J__,D__,H__,v_vKIL,v_vLIM,v_vMIK,v_vNOV,v_vOSC,v_vPAP,v_vQUE,v_vROM,v_vSIE,v_vTAN,v_vUNI,v_vVIC,v_vWHI,v_vXRA,v_vYAN,v_vZUL
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.24098182420310876,0.6939604133364174,0.1467040671715973,0.6559011422594796,0.7107185563223736,40.928145527626405,0.3691128225145076,0.6986934765314271,0.42431482396980436,0.5753831232579731,0.6151374177580189,2.261813466963064,1.0448552547393812,0.10844182089139895,0.5542581956671501,1.0448552547393724,1.0448552547393737,1.7010926780103914,1.7010926780103932,1.7010926780103999,1.70109267801041,1.7010926780104159,1.7010926780103979,0.24939691419171542,2.2618134669657044,1.202298849626926,0.3886178314683938
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.28601524535031003,0.8080899063117347,0.15457423099380055,0.7500569923676139,0.791882925578195,33.882734435714575,0.44199904040936155,0.807162426014893,0.46012181599748886,0.6850715762038019,0.695379513787045,2.559201792614481,1.1148248035952306,0.1287068604076395,0.657835064305713,1.114824803595239,1.1148248035952466,1.7771192596558805,1.777119259655888,1.7771192596558938,1.7771192596558951,1.7771192596558878,1.7771192596558674,0.26277619268946095,2.5592017926142274,1.2515668742769404,0.4525303475345715
1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.220942158166851,1.0353648095787862,0.16709546616411414,0.9285131862779571,0.9372094811091843,38.633710460906734,0.6035358149635597,1.0182902443456492,0.5209591987960774,0.9193390222055648,0.8431524809131129,2.3534998746946494,1.2377419759521167,0.09942397117508295,0.5081669637837573,1.2377419759521169,1.2377419759521162,1.8956796585401172,1.8956796585401166,1.8956796585401166,1.895679658540117,1.8956796585401174,1.8956796585401177,0.284062292478994,2.35349987469474,1.3275550735821284,0.5798042933641203
1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.2233149107843162,0.6466524963121919,0.143012493026722,0.6158522215876744,0.6750969793158366,38.90792668276915,0.34037501217309646,0.6532006105298123,0.40812931784807044,0.5314098585489828,0.5804713892509582,2.3422945043283696,1.0135707851613198,0.3014751295588269,0.5136242948039272,1.0135707851613218,1.0135707851613234,1.6650161723878096,1.66501617238781,1.6650161723878099,1.6650161723878079,1.6650161723878056,1.6650161723878047,0.2431212381454274,2.342294504327879,1.178773696096955,0.3621253979348275
1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.1397992614393442,0.40346932268891916,0.11786064862307107,0.3991072524414083,0.46836947807183477,28.714736910289123,0.2046137342472248,0.41396441860829253,0.3073779332854365,0.31836370597114627,0.38648594438109285,2.810977486030148,0.8188380105194943,0.06290966764770489,0.964614903931475,0.8188380105194945,0.8188380105194939,1.4117332003331937,1.4117332003331937,1.4117332003331935,1.4117332003331933,1.4117332003331935,1.4117332003331935,0.2003631026592208,2.810977486030149,1.011006995014752,0.22594282070579474
1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.22711518693151322,0.9200679694615431,0.16117697042299392,0.8393701645365623,0.8658869583752925,39.345647624822355,0.29262994766024836,0.9119474677852885,0.4915894450965566,0.7977997214760663,0.7699954855436849,2.3245495314347364,1.1776178374305926,0.10220183411918095,0.5223649299424804,1.1776178374305923,1.177617837430593,1.839997611962721,1.839997611962721,1.8399976119627204,1.8399976119627206,1.8399976119627204,1.8399976119627206,0.27400084971908967,2.324549531434733,1.2919959125245413,0.5152380628984642
1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.22819398835666427,0.9008392088281809,0.1601092226698962,0.8242340384947986,0.8535333641105295,39.46958065513802,0.2983410170367664,0.8940630484656161,0.4864095614898614,0.3754444046763609,0.7574465494339951,2.319556717155992,1.1671770759547393,0.10268729476049893,0.5248461732203278,1.1671770759547406,1.167177075954743,1.8298841949656957,1.8298841949656963,1.8298841949656968,1.8298841949656954,1.8298841949656939,1.8298841949656912,0.27218567853882353,2.319556717155852,1.2855128378880454,0.5044699569437814
1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.23479413448702674,0.49103153227068846,0.17104166585051264,0.9932390693547679,0.9875709183076792,40.22476247363717,0.33414649740924385,1.0965600816154428,0.5411781340745723,0.4743624808730618,0.8955138761614407,2.2894279700535973,1.103717590899165,0.10565736051916204,0.5400265093201615,1.1037175908990742,1.1037175908989694,1.9324575237266897,1.9324575237264785,1.932457523726421,1.9324575237265116,1.932457523726735,1.9324575237270563,0.2907708319458715,2.2894279700608475,1.35091585983524,0.2749776580715856
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.23645366075469046,0.5426485579177343,0.16455548861278513,0.8891377441447639,0.9059988460335379,40.41383768915186,0.34338881162779245,0.4128537710516037,0.5082168641105987,0.5006406334246017,0.8109925641611349,2.281962969305611,1.0878719824944039,0.1064041473396107,0.543843419735788,1.0878719824944039,1.0878719824944045,1.8718607725548764,1.8718607725548773,1.8718607725548777,1.871860772554878,1.8718607725548768,1.8718607725548753,0.2797443306417347,2.2819629693055803,1.3123721112714053,0.3038831924339312
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.237960913191268,0.5912745743072846,0.15863877980077518,0.34507676452376235,0.8367686900766618,40.585289349180655,0.35186853390728023,0.500377789478084,0.479334258811422,0.5250185850310203,0.7404759005428162,2.275220568840728,1.0735179572248248,0.1070824109360706,0.5473101003399163,1.0735179572248248,1.073517957224825,1.8159221528375702,1.8159221528375706,1.8159221528375709,1.8159221528375704,1.8159221528375704,1.8159221528375704,0.26968592566131777,2.2752205688407288,1.276550301514935,0.3311137616120794
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.23920694579129356,0.6327675987974821,0.15372856446852942,0.46372588038729773,0.7828054973252135,40.72683160859483,0.35894076310382544,0.5782709820726518,0.4561871629690441,0.5455461171094452,0.329616166931867,2.269673464022079,1.0616783877759566,0.10764312560608211,0.5501759753199752,1.0616783877759577,1.061678387775958,1.7690069202253205,1.7690069202253198,1.7690069202253202,1.7690069202253211,1.76900692022532,1.769006920225318,0.2613385595965,2.269673464021952,1.2463298010323192,0.35434985532659
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.23931056375396786,0.636271930673724,0.1533194562416657,0.4741670134440232,0.2701889746450954,40.73859411096043,0.35953142829294044,0.5849871899889706,0.4542913433589008,0.5472686108644308,0.3447151691143896,2.269213260826428,1.0606949138688904,0.10768975368928554,0.550414296634126,1.0606949138688904,1.0606949138688906,1.7650775465604949,1.7650775465604953,1.7650775465604953,1.7650775465604958,1.765077546560495,1.7650775465604953,0.2606430756108317,2.2692132608264277,1.2437913953388318,0.3563122811772855
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.24000200411327494,0.6598710065154408,0.15058637659722748,0.5462383002250832,0.43958897594180013,40.817054065561464,0.3634830025496604,0.6307816665592029,0.1344540588738892,0.5588240917077695,0.45026328347751243,2.266146579435681,1.0541364586632929,0.10800090185097372,0.5520046094605323,1.0541364586632966,1.054136458663297,1.7387451536779308,1.7387451536779295,1.7387451536779268,1.7387451536779244,1.7387451536779224,1.7387451536779235,0.25599684021528674,2.2661465794351865,1.2267514732473523,0.3695277636486469
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,50.0,50.0,0.15,0.24081459096157806,0.688087778401375,0.08893825807565725,0.636530487378905,0.6616768907578409,40.90919231286645,0.3681494265372852,0.6868443186384264,0.370980812926378,0.5725414900194205,0.5856509398235086,2.2625519902352598,1.0464383058792908,0.10836656593271013,0.5538735592116295,1.0464383058792908,1.046438305879291,1.7075474558538115,1.707547455853811,1.7075474558538113,1.707547455853812,1.7075474558538117,1.7075474558538113,0.45358511618585196,2.26255199023526,0.8003772234821075,0.38532915590477007
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,50.0,50.0,0.15,0.38026069145207725,1.0203812428799721,0.16636931002433433,0.9170787286848213,0.9281922357019133,88.06534484832417,0.592168329307785,1.004554172358499,0.5172948218883736,0.9032241211124861,0.8338378712139833,3.150464176806784,1.2301476849738258,0.17111731115343476,0.8745995903397776,1.2301476849738253,1.2301476849738253,1.8888818739348667,1.8888818739348663,1.888881873934867,1.8888818739348667,1.888881873934867,1.888881873934867,0.2828278270413684,3.150464176806871,1.3232262198521298,0.5714134960127845
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,50.0,50.0,0.15,0.24070794949691504,0.6843546484543999,0.053258218503024785,0.6243216644348731,0.6310182771308567,40.897104577017075,0.36753562815659563,0.6793446138227142,0.33783507535252977,0.5707327501267025,0.567145318060408,2.2630231560080496,1.0474480110486195,0.10831857727361177,0.5536282838429045,1.0474480110486195,1.0474480110486197,1.711657418962775,1.7116574189627747,1.7116574189627753,1.7116574189627747,1.7116574189627747,1.7116574189627747,0.09053897145514213,2.263023156008037,1.5305794760524905,0.38323860313446395
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,50.0,50.0,0.15,0.233480712919863,0.45156259281980504,0.12391661419790194,0.44352900500345577,0.5129148193138847,40.074893242205775,0.32690084882823445,0.462020432036772,0.33019567791261245,0.45397470546196705,0.4271941087676855,2.295367196552163,1.11628959636802,0.10506632081393835,0.5370056397156848,1.1162895963712234,1.1162895963702368,1.4739540367904413,1.4739540367924917,1.473954036793556,1.4739540367936605,1.4739540367917465,1.4739540367894668,0.2106582441364333,2.295367196615748,1.0526375485179198,0.7586251559372725
